[13.559] 爹娘
[5599.3] 嗯小姐
[5601.0] 你找玉佩
[5602.05] 为什么要来首饰店呀
[5603.76] 捡到玉佩的人说不定会卖到这里
[5606.16] 试试运气吧
[5609.52] 那就瑜伽小姐
[5612.39] 林小姐回来了
[5615.77] 你就是虞姝
[5616.97] 我记得你好像是张家的千金
[5621.66] 张大小姐
[5623.76] 不好意思啊
[5624.75] 今天这店我包了
[5626.56] 余小姐
[5627.58] 还是到隔壁二手珠宝店去看看吧
[5629.95] 毕竟二手才符合于小姐的身份
[5632.95] 你什么意思
[5636.48] 我听说你最近和我的未婚夫顾昀走得很近
[5640.68] 我劝你看清自己的身份
[5642.78] 顾昀才不会喜欢你这个离过婚的女人
[5645.61] 半斤上流圈
[5647.23] 谁都不敢得罪林老板
[5649.69] 你最好规矩点
[5651.07] 免得日后我当了顾太太
[5653.85] 让你们瑜伽吃不了兜着走
[5659.39] 你说你就是袁老板的未婚妻
[5664.2] 可我怎么从来没有听袁老板提起过呀
[5667.32] 我和顾昀马上就要相亲
[5670.08] 等见了面
[5670.86] 我自然就是顾太太
[5672.86] 像你这种看见男人就往上贴的女人
[5675.92] 最掉价的
[5677.03] 难怪你丈夫要跟你离婚
[5679.78] 刘老板把他给我赶出去
[5685.6] 怎么云老板
[5687.18] 你也敢得罪你的破财
[5688.74] 想不想要了
[5691.04] 余小姐
[5691.96] 要不你先回去吧
[5694.06] 刘老板
[5695.2] 你确定这位是袁老板的未婚妻
[5699.26] 你什么意思啊
[5700.7] 据我所知
[5702.05] 袁老板根本就不会喜欢像这样嚣张跋扈的女人
[5705.5] 还没见面呢
[5706.7] 就说自己是顾太太
[5708.2] 是不是言之过早的呀
[5710.03] 你告诉哈哈哈
[5713.769] 你你敢动手打我
[5716.079] 动手事了
[5717.5] 是
[5720.62] 是是云老板
[5723.92] 于老板
[5724.78] 你你怎么来了
[5726.46] 于老板
[5727.54] 你来的
[5727.96] 正好这女人敢欺负我
[5730.549] 快帮我把他轰出去
[5731.77] 你是谁啊
[5734.59] 我是张家千金
[5736.16] 您知道的
[5737.48] 我祖母和你定了亲事
[5742.74] 你打他了
[5745.72] 你听到了
[5747.52] 快把我叫醒他
[5752.26] 手疼吗
[5754.589] 什么慧云
[5756.469] 你在做什么啊
[5757.789] 你的未婚妻
[5758.629] 可是我张小姐请自重
[5762.76] 我还没答应你们张家这门亲事呢
[5765.52] 就敢以我顾昀的名义仗势欺人
[5769.04] 张姐儿女还真是没教养
[5772.4] 来人啊
[5773.69] 把这位张小姐给我轰出去以后
[5777.17] 断绝与张家的卖报
[5779.86] 好看顾昀顾昀
[5784.52] 江小姐可是留学回来
[5786.34] 名门千金对她这么粗鲁啊
[5788.8] 你他是哪国回来的
[5790.9] 跟我步云游手
[5791.88] 关心我
[5792.54] 在乎她
[5793.2] 只要你想你小姐
[5796.3] 我我我出去看看啊
[5801.26] 乌云
[5802.03] 你说什么了
[5803.11] 我鸭我都误会了
[5804.52] 这有什么误会的
[5806.32] 你看不出来吗
[5808.74] 我我先走了
[5809.58] 诶等等
[5810.9] 怪不得这么急切的要跟男生离婚呀
[5814.29] 原来是和小姑子搞在一起了
[5824.22] 顾老太太这话说的男未婚女未嫁
[5827.0] 我跟叔叔正常交往有什么不行
[5829.76] 顾昀他曾经可是你嫂子啊
[5834.2] 虞姝你是不是早就变心了
[5837.31] 你们俩什么时候在一起的
[5839.599] 我真没想到你可以这么不知廉耻
[5846.059] 在无人处世上宰了吗
[5849.219] 不
[5854.199] 允你别仗着有少帅给你撑腰
[5856.96] 就觉得了不得了
[5858.19] 我哥哥刘全
[5859.36] 可是刘提督想要收拾你一句话的事儿
[5864.06] 会废了你啊
[5867.0] 你不激动吗
[5870.75] 让他随时
[5873.7] 另外我们家男生马上就要和少帅的妹妹订婚了
[5879.67] 等他们的货物到达半斤以后
[5882.44] 我孙子就是半军的首富了
[5885.02] 想要收拾你
[5886.61] 那是分分钟钟的事
[5889.57] 今晚试试
[5892.66] 这可是你说的
[5895.92] 你给我等着
[5899.38] 走
[5901.92] 虞姝
[5902.82] 我发誓你要不要回去
[5906.21] 定会让你后悔
[5908.32] 怎么走走
[5914.18] 祖母您也看看
[5916.88] 别说那么贱
[5918.14] 他居然别慌
[5921.52] 我哥哥会来参加少帅妹妹的宴会
[5924.67] 她答应我了
[5926.05] 要让虞姝再次嫁给你
[5928.66] 不过咱们已经有富裕了
[5932.02] 到时候就让他乖乖地给你做气
[5936.299] 不是祖母
[5939.239] 您说得对
[5942.92] 一定要让他付出代价走啊
[5950.58] 顾南晟
[5952.62] 你居然真的背叛我
[5962.6] 爹娘这是什么意思啊
[5965.0] 刘提督明人送来婚夫要见我们
[5968.96] 等你在7日后必须和顾南城复婚
[5972.37] 这刘提督真有意思啊
[5974.54] 顾南晟都要跟少帅的妹妹在一起了
[5977.24] 她还一心想着让我嫁给顾南晟
[5980.3] 到底什么心思
[5981.98] 你说你别担心
[5984.74] 我跟你爹一定想办法帮你处理
[5989.18] 你不用担心
[5990.509] 如果到时候刘全比你嫁给顾南少
[5993.319] 我有办法
[5994.099] 你能有什么办法
[5995.22] 当然是抢婚了
[5998.1] 顾昀
[5998.85] 你能不能正经点
[6001.34] 刘璇他动不了
[6002.72] 这婚
[6004.76] 我抢定行了
[6007.14] 我懒得跟你多说再见
[6021.46] 是
[6025.18] 少帅顾南晟那边可以收网了
[6027.97] 知道了
[6028.76] 你先听听
[6035.82] 你
[6040.26] 的眼中何时才能有我
[6052.06] 小林
[6052.77] 我怎么又买新衣服了
[6056.66] 反正你现在跟着少帅
[6058.18] 有的是钱姐
[6059.32] 我这个月生活费呢自己拿吧
[6071.64] 哇好精致的玉佩啊
[6074.14] 这是谁的
[6077.62] 什么你说余小姐就是少帅的故人
[6080.98] 阿念姐
[6083.55] 这块玉佩你可要好好藏着
[6085.68] 你跟着少帅出生入死多少年
[6087.88] 凭什么他余叔就能结出先登啊
[6089.89] 我想想吧
[6096.1] 我的好姐姐
[6098.23] 我还等着你嫁给少帅做妾
[6100.39] 让我同享荣华富贵呢
[6111.08] 再侮辱虞姝
[6112.52] 你是坏人
[6114.14] 哎呀虞姝
[6118.5] 你这脑袋瓜里想什么呢
[6120.36] 你
[6128.28] 喂李小姐睡了吗
[6131.64] 你你打电话来做什么呀
[6135.51] 顾南晟
[6136.44] 用顾家宅地抵押进行进口贸易
[6138.72] 现在寇国的商船已经接近了
[6140.88] 如果照你说的
[6142.22] 他们即将面对风暴
[6144.68] 谢谢云老板
[6145.97] 这么晚没睡
[6147.32] 有心事在想什么
[6150.04] 我没什么
[6153.04] 没什么介绍
[6153.85] 那你就早点休息
[6155.27] 准备好
[6156.11] 把最后一场场晚安
[6164.64] 现在可不是想这些说
[6168.2] 顾南晟
[6169.6] 你跟我的恩怨也在28号全部了解
[6184.28] 余小姐出远门都还没到
[6188.26] 能否邀请你调整
[6219.19] 你到底知不知道他以前是你大嫂啊
[6222.1] 叔叔长大天广众之下和他拉拉扯扯成何体统
[6226.9] 顾南晟
[6232.0] 你要大吵大闹
[6233.22] 毁了这场宴会吗
[6234.72] 没事今日是我的主场
[6238.59] 男生想怎么闹都随意
[6242.96] 今日来这里的都是半京城有头有脸的人物
[6246.73] 请诸位前来
[6247.99] 是想宣布两件事情
[6249.91] 第一件事
[6251.23] 顾南晟
[6252.07] 顾司令已经进口2000大洋的货物
[6255.14] 今日即将抵达半斤
[6257.03] 届时一定会名声大作
[6259.19] 诚邀诸位进行合作
[6261.58] 第二我和顾南晟正式订婚
[6268.6] 我不同意
[6275.82] 你怎么会来顾南晟
[6279.82] 男主口红深意是我推荐给你的
[6283.29] 你怎么能去得罪你
[6285.84] 我答应过你
[6287.64] 要娶的人是我
[6292.44] 金玉你清醒一点好不好
[6297.22] 我顾南晟是什么身份
[6299.25] 你配得上我
[6301.22] 你可不要忘了
[6302.78] 你只不过是一个青楼女子罢了
[6305.3] 你只配做妾难受
[6309.02] 你说过
[6310.56] 你不介意我的身份
[6312.75] 你会爱我一辈子都是假的死
[6317.82] 我承认我以前是爱过
[6321.29] 不过那又能怎么样
[6322.88] 这天底下掉落的女人多的是
[6326.04] 我为什么一定要选择
[6328.02] 况且我已经找到我喜欢的
[6336.54] 就是他
[6343.34] 够难受
[6345.06] 原来你真的绝情于此
[6349.02] 绝情于此
[6350.76] 天宇这一切不都是你自找的吗
[6354.65] 咎由自取
[6357.9] 我要杀了你
[6359.06] 我
[6362.3] 杀了你啊啊啊
[6366.9] 上新人和他们疯了吗
[6370.94] 来源是疯婆娘给我扔出去
[6373.72] 飞哥
[6374.74] 你给我记住
[6375.94] 你被我休了
[6377.56] 从现在开始跟我没有任何关系
[6380.28] 再好
[6380.95] 我要杀了你
[6383.68] 我要杀了你
[6388.499] 顾南晟
[6389.629] 你现在连装也装不下去了
[6393.439] 虞姝
[6395.119] 你到底清不清楚状况
[6396.7] 我马上就要和少帅结成亲家
[6401.05] 对我顾南晟的实力来说
[6403.0] 成为半径的首富
[6405.43] 只不过就是时间的问题
[6408.94] 你们余家有什么可骄傲的
[6411.64] 只不过是我顾南晟的
[6413.32] 用完不要怕进去罢
[6417.76] 你以为你的事业真的能成功吗
[6421.86] 那不然呢
[6422.92] 顾南晟
[6425.62] 你有听到什么声音吗
[6429.54] 司令不好吗
[6431.06] 空空上船沉船
[6432.56] 我们的千万货物打水漂了
[6441.56] 库博上船真的沉船了
[6445.42] 太可怕了
[6446.35] 居然是真的
[6455.42] 这不可能这不是真的
[6459.49] 这不可能啊
[6460.75] 有什么不可能的
[6462.519] 这是你抵押住宅换来的贷款
[6466.239] 现在什么都没有了
[6467.919] 蘑菇家彻底完蛋了
[6472.83] 这是什么病
[6475.84] 切莫小姐
[6477.85] 你救救
[6478.6] 难受吧
[6479.76] 一求少帅抱抱女生好不好
[6484.8] 大哥你
[6487.64] 你不是爱我吗
[6488.86] 你不是爱我吗
[6490.12] 你当着所有人的面宣布了我是牛牛
[6492.88] 回复了你
[6494.2] 解决夫妻之实了
[6495.49] 你帮帮我吧
[6496.87] 帮帮我
[6498.8] 顾南晟
[6499.93] 你还真的是看得起自己啊
[6502.42] 你有没有想过
[6504.28] 如果她真的是少帅的妹妹
[6506.62] 又怎么会看上你啊
[6508.76] 什么意思
[6516.8] 呃呃呃呃啊啊啊啊
[6524.0] 顾司令
[6525.25] 我不叫傅乐
[6527.05] 我真正的名字叫赵小念
[6530.74] 是她
[6531.58] 你认识她
[6532.54] 她是半精花魁
[6533.65] 照想念
[6534.55] 所以今天的宴会是假的
[6537.38] 原来男生没有怕热
[6539.69] 少帅的妹妹
[6540.86] 你姐呢都爽到了
[6543.79] 顾南晟
[6545.56] 你是不是没有想到你也有
[6548.52] 今天你什么都没有了
[6551.94] 倾家荡产
[6553.38] 这是你应得的报应啊
[6557.33] 师尊为了顾司令
[6561.3] 哪有花里有病啊
[6563.69] 现在你应该也有了吧
[6567.72] 记得去医院检查检查
[6569.69] 这是检验一遍
[6571.07] 你居然敢和我
[6573.62] 我我杀了你
[6575.56] 我
[6577.46] don't you just get good啊
[6581.95] 你团长放开我放开我
[6592.24] 你说我不明白
[6594.33] 我不清白了吗
[6595.71] 为什么要这么对我
[6597.18] 为什么
[6601.88] 男生从你把秦娥带回府那一天
[6607.36] 一心想杀了男生
[6609.94] 你知不知道你从头到尾都是一个伪君子
[6613.0] 如果当年你没有跟我说
[6614.44] 你是阿小
[6615.19] 我怎么会心甘情愿的嫁给你
[6617.84] 是不是没有想到你现在倾家荡产
[6623.6] 顾南晟
[6624.68] 你说我爱你
[6626.18] 我现在只想将你碎尸万段
[6629.09] 跟大乱葬
[6630.08] 当地被野狗分尸了
[6633.6] 你能你什么时候知道的
[6638.37] 真正大家想在哪
[6639.96] 告诉我说女主你说你千万别冲动啊
[6645.12] 你们好歹夫妻一场
[6647.01] 你也应该念念法律
[6648.9] 不共情吧
[6651.66] 就请
[6654.799] 你们顾家都是吸人血的魔鬼
[6657.759] 凭什么让我念就行
[6659.86] 你也不是什么好人啊
[6662.44] 你就等着好好看着你孙子去死
[6667.63] 你们顾宅被收
[6670.11] 当你老无所依
[6671.82] 流浪街头吧
[6674.13] 流浪街头
[6677.5] 黎叔啊
[6678.85] 你真以为你的计划成功了吗
[6683.72] 刘提督到
[6691.82] 这这不是半斤提督流全流体
[6694.96] 他怎么回来
[6696.55] 提督是仅次于督军的
[6698.925] 除了少帅饭厅
[6700.99] 就是流体
[6701.71] 督说了算
[6704.11] 哥
[6706.949] 虞姝不予两家还是世交
[6711.139] 你今日你又何必弄得大家都不得安生
[6715.58] 不知刘提督来
[6717.38] 因为何事
[6719.26] 难不成是来收拾烂摊子前行
[6722.52] 我超人送去嫁衣给你
[6725.68] 余家无事
[6727.06] 今日我再送嫁衣来
[6734.8] 你必须攻下大神
[6742.52] 刘提督
[6744.52] 你是在与我说笑吗
[6746.23] 我很欣赏俺
[6748.36] 审出征5年
[6749.58] 你把顾家哪里的事情就要挑
[6754.299] 我妹妹是我在这世上唯一的亲人
[6758.819] 你把国家害得如此凄惨
[6762.78] 终究是要品尝的
[6765.75] 今日国家所有的损失都应该由你原价赔偿
[6771.0] 如果我们不
[6772.56] 恐怕你没有选择的权利
[6782.999] 你娘
[6787.279] 主角你到底要干嘛要干嘛呀
[6790.32] 你走个半京城
[6792.15] 乃至于北
[6793.59] 我俩全是说一般我只要轻轻动动小指头
[6800.52] 可以锻炼你瑜伽的山路
[6802.62] 现在我的人已经包围了你为瑜伽
[6806.01] 只要你敢拒绝
[6807.64] 我立刻让人一把火
[6809.71] 把你家烧了个一干二净
[6820.04] 林叔
[6821.32] 你刚才不是还想弄死我吗
[6824.14] 没想到吧
[6825.76] 啊哈哈哈哈哈对了
[6829.39] 我们刚好还没有圆房的大家
[6832.64] 那不如就这样吧
[6835.7] 你跟我一起去死
[6837.74] 怎么不能吃你个畜生
[6841.2] 你给我放开心
[6842.64] 说你个老东西
[6844.32] 哎老爷老爷爹啊
[6849.51] 这个女人她就是个祸害
[6851.58] 男生被她害得得了花柳病
[6853.76] 就算娶了她也活不成了
[6856.4] 哎呀你没听男生说
[6859.46] 就让她和男生一块
[6861.2] 孙刘川
[6862.88] 你个狗东西靠世界任局
[6866.78] 春凯今天就是活了
[6868.7] 春臣老兵
[6869.54] 我想要保护我女二
[6871.05] 你休想伤害他
[6874.7] 别说你爹和你娘活了大半辈子了
[6878.84] 什么荣华富贵
[6879.98] 我们没有享受过
[6882.0] 之前我们是戴不及余家的颜面
[6885.3] 就觉得让你当个官太太可以
[6888.6] 黄宗耀祖
[6890.1] 没想到差点害了你一辈子
[6894.08] 爹和娘向你保证过的以后的人生
[6899.03] 你自己做主
[6901.52] 今天我说每天就算死在这
[6906.65] 也不会让你嫁给顾南乡的
[6909.48] 你说什么呢
[6910.5] 虞姝走没法
[6912.54] 我和你爹快走快走啊
[6915.58] 可以我的女人呢
[6919.14] 你说换上这件假衣
[6922.67] 我给你三秒钟
[6925.19] 如果你还不马上嫁给人生
[6929.0] 我就一把火烧了你们驴家
[6934.18] 不要不好看
[6935.16] 1~3
[6940.98] 丁叔你说我才千万不能答应
[6943.94] 你说你说不要答应
[6945.92] 他不答应
[6955.299] 我放过你
[6957.43] 你只要放过我家
[6969.7] 只要你听话
[6972.18] 我们还是会相安无事的
[6974.16] 你放心吧
[6976.23] 我抬着你
[6977.72] 我以后一定会好好待你
[6981.23] 毕竟你不是已经错嫁给我
[6984.14] 和我们在一起就是缘分
[6987.3] 对不对
[6989.64] 以前反正我也不会要死
[6993.62] 我的好意思就陪我一起向父
[6998.2] 意外
[7001.779] 不难受
[7003.039] 你这个畜生杨洋给我造孽啊
[7009.2] 正好趁着各家长辈都在
[7012.41] 我们今天就在这儿拜堂成亲
[7016.78] 然后锁不亡
[7020.94] 我是不会嫁给你的
[7035.5] 顾昀是
[7040.18] 你你小子刚才一声不吭的溜了
[7044.68] 还以为你上哪儿去了
[7046.51] 你活够了吧
[7048.46] 你居然敢穿着少帅的军服
[7051.31] 你不怕死啊
[7055.15] 你怎么回来了
[7056.61] 你忘了我答应过你
[7059.0] 有人逼婚
[7060.92] 我就会来抢婚
[7063.02] 我是来兑现承诺的
[7066.04] 你以为穿了少帅的军服
[7069.2] 你就是少帅了吗
[7070.85] 啊哈哈
[7072.47] 刚刚得到消息
[7074.09] 刘强的人包围了刘家
[7076.07] 不过你放心
[7077.54] 那些人是被我解决掉了
[7080.3] 王爷你是不是疯了
[7082.16] 居然想跟我作对
[7085.92] 今天这婚
[7088.66] 我
[7091.66] 假定浮云
[7095.02] 你在拜金城是有两把刷
[7098.94] 我可是一人之下万人之上的提督啊
[7103.18] 你以为你穿了黄马褂
[7105.86] 就当真自己是个皇帝了吧
[7108.44] 你救了渔家
[7109.94] 不受我难
[7112.02] 可你带不走
[7113.84] 于叔哼
[7116.08] 他必须陪着男生
[7118.54] 哪怕是下黄泉
[7120.64] 也得以男生妻子的身份去死
[7125.98] 刘全刘全
[7127.59] 你真是不知天高地厚啊
[7130.41] 你以为我今天来仅仅是为了于谦吗
[7134.1] 你博瑜伽女二为谁为你呀
[7137.79] 没意思
[7140.16] 好
[7146.82] 好看看这是什么感觉
[7163.94] 你到底是谁
[7165.19] 督军大人
[7166.3] 你相信他了
[7167.66] 这个代理令明显是假的
[7170.51] 你看这个小子
[7171.62] 你胆子大的
[7172.719] 连少帅的军服他都敢穿
[7175.299] 伪造一个逮捕令对他来说不在话下
[7179.979] 魏国差点就被骗了
[7183.44] 于是又犯少帅军服
[7186.23] 又放总少帅
[7187.76] 你到底想干什么
[7189.61] 难道你就不怕掉脑袋吗
[7193.02] 别说我说
[7196.74] 我故意正是预备军法诸君少帅
[7213.74] 鬼你说什么
[7216.74] 你是独居少帅
[7218.66] 老子我把头拧下来
[7220.82] 给你当球踢
[7224.18] 你这颗脑袋我要定了
[7229.82] 你少在这装模作样
[7234.4] 牛头俊不好了
[7235.879] 你的督军被少帅的人包围了
[7238.219] 家也被抄了
[7239.479] 什么是真的
[7264.22] 被压力提督大家孙提督
[7267.0] 还有渤海王提督
[7268.62] 他是怎么过来带你吗
[7273.29] 嘘不可能啊
[7276.34] 不可能
[7280.2] 多少少少帅
[7284.15] 他居然真的是军阀少帅
[7287.3] 不可能
[7289.18] 原来顾昀真的是少帅
[7291.67] 刘全贪污证据
[7294.76] 以前来邀请观众上
[7300.4] 嘿嘿嘿
[7301.75] 你放开我是你放开我哥
[7319.76] 现在你想对他做什么都可以
[7328.25] 我顾南晟已经是一个将死之人了
[7332.85] 你觉得我还会参与
[7336.78] 如果呵呵
[7340.09] 就算是死
[7342.67] 我要拉着你们下一吧
[7362.58] 还是又怀孕了
[7365.69] 最后还是我得到了他难受
[7372.63] 你为什么要骗我男生
[7375.02] 你说过你最爱我的男生
[7380.03] 你为什么要哦
[7381.91] 上辈子我是讨好男人的主播
[7385.48] 男人们给我刷钱
[7387.68] 但无人能穿越到这个时代
[7392.09] 我已经你会是我的真爱
[7398.0] 大少你为什么骗我啊
[7404.46] 没关系啊
[7406.05] 本王成全女王
[7409.05] 这是真正的故事
[7410.98] 我现在想还给你
[7430.92] 啊疼吗
[7432.05] 因为我亲眼
[7434.64] 不过我真没想到
[7437.76] 原来你是真的少帅啊
[7440.31] 那你为什么展现出一副吊儿郎当的模样
[7444.05] 在叔叔面前
[7444.95] 我从来都是一个样
[7446.33] 从未改变的谁
[7450.11] 谁是叔叔
[7451.07] 你别乱说
[7465.069] 嗯好了
[7466.74] 事情都结束了
[7468.09] 你打算那行
[7470.16] 我晕了吧
[7472.74] 不少帅
[7475.87] 请说那个半经新开张了一家电影院
[7482.07] 不如你请我看个电影
[7484.32] 就这么简单
[7490.06] 嘶看完电影再请我喝喝咖啡
[7493.71] 好
[7494.52] 没问题
[7495.87] 少帅刘全已经入狱
[7499.37] 等待您审讯
[7500.54] 好
[7501.11] 我知道了
[7507.46] 我会离开半径三界
[7509.78] 三天后下午三点
[7512.08] 电影院门口不见不散
[7514.4] 还有别再叫我少帅
[7517.28] 也别再叫我月老吧
[7519.32] 我叫顾昀
[7521.0] 毕竟那可是我记不住
[7525.44] 不用好看
[7527.42] 唉走了他人嘛
[7537.0] 余小姐
[7538.88] 赵小姐
[7540.08] 我有话想和你说
[7545.54] 赵小姐
[7546.36] 你的身体如何
[7548.67] 最多还有两年
[7553.26] 赵小姐
[7554.42] 其实你不用舍身给顾南晟的
[7558.08] 这是我自愿的
[7559.88] 为了顾昀
[7561.049] 我什么都愿意做
[7564.739] 更何况我本就是青楼女子和男人鱼水之欢
[7569.38] 这种事情早就习惯了
[7571.87] 有时候就当被狗咬了一口
[7573.84] 没什么大不了的
[7577.02] 我忘了
[7578.95] 余小姐出身名门世家
[7582.18] 应该瞧不上我们这些脏人
[7584.46] 你不脏脏的是那些贪图你美貌
[7588.77] 想欺负你的男人
[7591.94] 还是第一次有人跟我说这种话
[7596.92] 我也想问问余小姐
[7598.77] 你对少帅到底是何想法
[7605.82] 我不知道你不知道
[7608.63] 少帅帮了你那么多次
[7610.94] 你难道不心动
[7613.1] 正因为动心
[7615.44] 所以我不知道
[7620.36] 其实我有一个喜欢很多年的人
[7624.4] 我在孤儿院待了5年
[7627.36] 在那里我认识了还想
[7633.1] 安详
[7634.33] 他是我生命中最重要的人
[7636.79] 也是我在孤儿院相依为命的人
[7640.24] 我们是家人亲人
[7644.6] 可是顾南晟当年冒着了矮小的身份
[7649.54] 让我对他错爱了10年
[7651.34] 然后陷入黑暗的包袱
[7653.22] 是顾昀把我从令人窒息的深渊里面拉出来了
[7658.7] 我承认我爱上了顾昀
[7663.08] 但无可否认
[7667.3] 爱想才是我最重要的人
[7672.94] 那你现在还想找到你的阿香吗
[7675.64] 要我一定要找到爱
[7678.4] 小
[7678.94] 可
[7679.48] 你现在爱的人是顾虑
[7682.78] 那我也要找到爱笑
[7684.6] 我想问问她过得好不好
[7689.4] 然后我还想告诉他
[7692.24] 我可能无法完成当年的约定
[7695.3] 我想跟他说一声抱歉
[7698.06] 因为
[7701.52] 我喜欢上了果园
[7705.82] 或许像你这样的人才配过少帅在一起
[7711.24] 你们是上天注定的缘分
[7713.44] 哪怕被人拆散或不认识
[7716.65] 也还是会被彼此吸引
[7719.74] 玉小姐
[7721.42] 你明天来月球找我吧
[7723.43] 我也要多送给你
[7728.68] 啊我先放了
[7736.2] 你疯了
[7738.4] 你要将玉佩还给虞姝
[7740.49] 她本来就是虞姝的东西
[7742.56] 他配得上少帅
[7744.21] 不能拆散他们姐
[7747.72] 可是你也爱少帅啊
[7749.48] 你就算不考虑你自己
[7751.1] 你也要考虑我吧
[7755.4] 你答应过我要让我过上好日子啊
[7758.87] 姐你和少帅朝夕相处
[7761.87] 她对你肯定也是有感情的
[7763.85] 当年你就是因为眉眼像阿念
[7766.44] 少帅才将你留下
[7768.16] 只要你不告诉他
[7769.84] 虞姝就是阿念
[7771.25] 你迟早能坐上少帅夫人的位置
[7775.3] 我做不了的
[7776.3] 我一直不行
[7779.06] 不能告诉小林
[7780.86] 我生病的事情会让她担心得很冷
[7786.06] 我已经决定好了
[7787.46] 你不要再劝我了
[7798.44] 不会说你磕碜我
[7803.48] 想念
[7806.84] 你的名字本就是少帅赋予你的
[7810.52] 你原本就以眉眼相思念少时的暗恋
[7814.18] 少帅才会将你留在身边
[7816.22] 做视频
[7819.42] 少帅从未暗示过你
[7821.9] 只将你当做属下
[7824.26] 你又何必抱有不切实际的幻想
[7827.08] 少帅
[7827.83] 我现在就将你心心念念的阿念还给你
[7854.34] 姐姐你答应过我要给我荣华富贵的
[7858.4] 既然你做不到
[7859.84] 那从现在开始
[7861.52] 我来做照相的
[7883.22] 想念你找我来
[7885.139] 是想说什么呀
[7886.189] 还请余小姐离开少帅
[7889.42] 你说什么
[7893.02] 我以为你出卖身体给顾南晟
[7895.9] 你不觉得你应该赔偿我吗
[7898.4] 你说什么精日小怎么和昨天的不一样
[7903.89] 我说了
[7905.12] 希望余小姐离开少帅
[7907.74] 我不相信云小姐看不出来
[7909.96] 我喜欢少帅
[7911.22] 我和少帅朝夕相处
[7913.2] 他对我也有感情
[7914.4] 少帅答应过
[7915.3] 我要纳我为妾
[7917.08] 还请余小姐识时务者为俊杰
[7920.41] 下面就和你昨天说的不一样了
[7924.32] 你如果想要补偿
[7925.94] 我可以给你别的
[7927.29] 但是顾昀不可以
[7931.44] 他要不是买卖
[7932.84] 任由我娇艳
[7934.25] 如果他心里真的有你
[7937.22] 我不会阻拦你
[7940.26] 我知道你和少帅约好两日后在电影院见面
[7945.34] 你信不信
[7946.99] 有我在少帅
[7949.12] 他不会出现
[7951.92] 不可能乌云他会来的
[7954.89] 他答应的就一定不会失约
[7957.26] 我们就走着瞧
[7958.82] 余小姐
[7960.26] 若是少帅不来
[7962.0] 你可不要失望啊
[7964.78] 虞姝
[7966.72] 我和我那蠢笨的姐姐可不同
[7969.24] 我不会让少帅和你在一起的
[7983.56] 我会离开半径三天
[7986.1] 三天后下午三点
[7988.2] 店员问口
[7989.13] 不见不散
[7991.2] 古月你会失约吗
[7998.68] 少帅
[7999.6] 您昨日出差回来
[8001.04] 就一直在房中批改公文
[8002.88] 真的不要求一些吗
[8005.64] 不用今天答应吕小姐陪她去看那个
[8012.74] 你笑什么呀
[8013.58] 你为什么我就觉得他想说什么
[8017.52] 少帅
[8018.24] 对于小姐可能是真的要做好自己该做的事啊
[8026.1] 喂你好
[8027.5] 怎么
[8033.74] 好多呢
[8034.4] 怎么能摔下楼呢
[8036.16] 看清楚推你的人了吗
[8037.96] 没有
[8038.8] 就是突然有一个人出现
[8040.98] 就把我推下去了
[8042.33] 等我有意识的时候
[8044.04] 就已经在医院了
[8045.57] 您和少帅就赶过来了
[8050.04] 他不是我的少帅
[8066.36] 周司令
[8068.36] 你告诉我这玉佩你在哪捡到的
[8072.67] 这玉佩是我自己的
[8077.08] 你在说什么
[8080.19] 少帅
[8082.01] 我知道我不该瞒你这么久
[8085.129] 这是因为我没有脸见
[8087.099] 赵小念和我说实话
[8091.38] 3年前我和您第一次相遇的时候就认出了你
[8095.19] 只是我是个青楼女子
[8097.05] 突然脏了身子
[8098.88] 我不要脸和你相遇
[8101.04] 如果你知道你心心念念的阿念是一个亲王女主
[8105.94] 那我们曾经的美好回忆都会毁于
[8108.7] 一旦能让陈老师发生3年
[8114.24] 你要是真的暗恋的话
[8118.32] 合理吗
[8119.04] 我说的都是实话
[8121.64] 少帅怎么知道我配不上你
[8127.34] 我只要能在你身边就已经万万做了
[8139.06] 不帅
[8140.01] 我这样的身份根本不平
[8143.01] 我不求你的兑现儿时的承诺
[8145.9] 娶我为妻
[8149.46] 只要你能让我伴你左右
[8151.85] 在你身边就已经很满足了
[8164.4] 我知道你接受不了
[8165.86] 我对不起
[8169.04] 现在就走了
[8191.95] 看来他的确不会来了
[8194.559] 我又何必抱着期待呢
[8200.189] 余大家
[8204.949] 张副官
[8207.319] 你怎么来了
[8208.749] 少帅他让我来转告你
[8211.389] 别等了
[8212.6] 他是因为什么原因啊
[8214.7] 情况有些复杂
[8216.05] 我也不知道该如何向你解释
[8218.12] 想念她
[8218.78] 突然间冰冷的他的情况你也了解
[8222.06] 是不是很担心
[8223.32] 原来真的是因为周兄弟
[8228.78] 我知道你和少帅约好两日后在电影院见面
[8233.94] 你信不信
[8235.19] 有我在少帅他不会出现好
[8240.13] 我知道了
[8251.32] 嫂子救我少帅
[8255.34] 请说需要我做什么
[8259.04] 我希望输出能好看
[8260.44] 心
[8264.78] 笑面佛如意心海
[8266.84] 那是我见过世间最明媚的小
[8300.46] 虞姝
[8301.53] 你错得离谱
[8304.42] 你被顾南晟伤害过一次
[8306.64] 为什么还要再将心交出去
[8310.84] 你明明应该明白
[8312.9] 连阿湘都没有复原
