[0.42] 大家好
[2823.44] 打不了流星光束呵
[2824.62] 所以这凯奇就算了吧
[2825.92] 凯西凯西都不入流了
[2827.28] 凯奇啊
[2827.84] 还说个屁呀
[2828.64] 凯奇呀
[2829.28] 凯奇都是排在倒数去了啊
[2831.1] 唉当年堂堂凯奇也是常会的大将之一啊
[2834.62] 如今确实真是狗屁
[2836.72] 不是啊
[2837.16] 凯奇那凯西我广域战力爆炸大扭拉呀
[2840.2] 我这个凯门派爆干钢兵呐
[2842.56] 我有金场力赛天下无敌
[2844.75] 但是没有没有的话
[2846.39] 凯奇就拉倒吧
[2847.31] 拉倒吧
[2847.75] 凯奇就拉倒了啊
[2848.71] 就不说了好吧
