[77.46] 各位朋友大家好
[3151.6] 都保护一下
[3154.52] 等会看我妈再卖啊
[3157.04] 因为你鼠鼠是没有反走的技能的
[3161.15] 等会看我妈就行了
[3162.65] 这个看应该是咆哮虎先动吧
[3164.85] OK抛弃我先动啊
[3166.37] 这样的话齐希林是杀不了我们的
[3169.48] 看我妈卖了就行了哦
[3171.82] 封印了保护啊
[3173.62] 可以啊
[3175.22] 呃封印了保护行
[3177] 这里就要卖掉这个鼠鼠啊
[3178.88] 鼠鼠能不能卖掉
[3179.94] 一定能卖掉啊
[3180.94] 因为对面都是攻击技能
[3182.38] 这卖卖得掉也卖
[3183.3] 卖不掉也得卖啊
[3184.72] 封印的话好的
[3185.72] 封印了保护确实封印了保护
[3187.24] 如果他封印的话
[3188.08] 应该是要封印我们保护
[3189.38] 那耿鬼就怂不了了
[3190.7] 这里切这个啊
[3192.74] 切咆哮虎啊
[3193.38] 然后鼠鼠的话看我妈卖了啊
[3195.58] 一定要卖掉
[3196.26] 不卖掉的话
[3196.98] 耿鬼也踩不了影子啊
[3198.06] 鼠鼠的话只有55血
[3199.22] 怎么能卖得掉
[3201.049] 你必然打
[3201.969] 你就算打地精过币也得打鼠鼠啊
[3203.889] 因为鼠鼠使用了
[3204.609] 看我妈
[3205.049] 我必须送掉这里啊
[3206.469] 拖死他两个
[3207.489] 牺牲一个鼠鼠
[3208.209] 这个没什么代价
[3210.03] 白香草
[3210.65] 我知道你白色香草
[3214.8] 不能保护比较麻烦的
[3216.4] 下回合的话他还是要进攻我啊
[3218.46] 哎这个我念一下
[3223.24] 哎怎么集齐又先动了
[3224.56] 你俩速度同速吗
[3229.02] 这边低还行啊
[3230.48] 就他俩同速啊
[3232.08] 这次又琪琪林先动了
[3233.92] 连着第一下力度这么高啊啊灭哥
[3237.489] 还有一回合
[3238.129] 我们鼠鼠死了以后
[3239.249] 那么就是耿鬼继续踩住啊
[3241.049] 有时候需要卖一个队友
[3242.649] 然后来换这个踩住
[3245.919] 把他踩住最后一个
[3247.159] 但是这波不能保护啊
[3248.459] 那这回耿鬼就只能继续跑
[3251.42] 然后再抛走
[3255.86] 你也不能击掌嘛
[3258.22] 只能抛走
[3260.02] 抛这个咆哮虎
[3260.78] 这边的话只能切牛蛙
[3263.56] 那他等会煤炭龟上来的话
[3265.26] 天气就是他的嘞
[3268.58] 没办法
[3269.3] 耿鬼这里不走就要死
[3270.9] 本来是我们保护一下
[3272.3] 但是现在保护被封印了
[3274.02] 那他一定打耿鬼这个位置
[3275.54] 那耿鬼不必死吗
[3277.43] 第一金钩臂加精神强点
[3278.91] 这个位置接不了啊
[3283] 只能走
[3285.81] 如果耿鬼卖了的话
[3287.15] 桃九和牛蛙不一定打得过最后两只吧
[3290.07] 他最后可能是钢兵和啊念啊
[3293.27] 念的是你牛蛙的位置啊
[3294.35] 对就练右边吧
[3295.15] 没问题
[3295.85] 就是双点双点啊
[3299.06] 因为这个位置不能保护
[3300.14] 那牛蛙吃个文柚果
[3301.46] 然后我们再抛出耿鬼来
[3306.94] 我们也是零速
[3308.06] 为啥是他先动的
[3309.22] 可惜了啊
[3309.78] 如果我们先动就好了
[3311.1] 我们先动抛一下他的低金勾臂
[3312.94] 伤害就更少一些
[3315.29] 这样的话这两个被拖死啊
[3318.64] 损失了点血量
[3320.1] 但是把这两个拖死了
[3323.6] 他后排的话
[3324.44] 如果是老大
[3325.04] 老大更没威胁
[3325.92] 老大应该是煤炭龟
[3328.08] 钢笔啥的
[3328.68] 都是空间打手
[3331.61] 我们先把这俩拖死
[3334.41] 看他后面是谁吧
[3336.48] 是煤炭龟的话
[3338.12] 我们就保护切咆哮虎不就得了嘛
[3339.76] 是不是啊
[3340.22] 他又打不动咆哮虎哦
[3342.38] 是钢兵啊
[3345.02] 钢兵和魔女没带这个煤炭龟空间
[3350.28] 还有一回合
[3350.92] 那我们需要保护一下
[3353.46] 现在可以保护了
[3356.38] 然后这边也保护一下
[3357.64] 拖过他的这个空间
[3360.95] 但是我们并不能再来次加定身法
[3363.11] 去定这个魔女啊
[3364.35] 啊因为这个魔女是魔法禁的
[3366.07] 反而把我定了
[3369.07] 你定钢兵呢
[3370.15] 这个魔女他精神强念耿鬼是不是死了
[3373.35] 好像是死了
[3374.39] 又先看他点什么技能啊
[3376.58] 我们可以再来一次去搞钢兵呢
[3378.82] 魔法闪耀没问题
[3380.16] 看钢兵点什么技能
[3381.46] 我们要决定啊
[3382.58] 魔女没啥威胁
[3385.56] 踢倒啊
[3388.22] 他锁我踢倒啊
[3392.04] 那么想一下谁来唱这个灭歌
[3394.67] 耿鬼唱灭歌的话
[3396.33] 那牛蛙就再来一次这个钢兵
[3399.55] 那么耿鬼定身法
[3400.59] 牛蛙唱灭歌
[3401.8] 那不管是谁唱这个耿鬼这回是必死的
[3405.24] 他精神强硬还是扑刀
[3406.68] 我都会死
[3407.2] 他刚才的话
[3408.04] 锁踢倒
[3409.1] 如果你再来一次就再来
[3410.36] 他踢倒没有用啊
[3414.22] 魔女的话我们是搞不了他的
[3416.14] 定不了他
[3416.66] 他魔法技能嘛
[3421.98] 啊这里还有耿鬼定身法定他的踢倒
[3424.18] 这样的话咆哮虎能活过第二回合就可以
[3426.93] 我们等会保护保护保护咆哮虎
[3429.29] 他没有听到灭歌啊
[3430.51] 只要活过第二回合就可以
[3432.13] 那牛蛙来唱灭歌
[3436.04] 而且五的话这个魔女他魔法闪耀
[3438.52] 加上这这个钢兵的扑刀是打不死的
[3442.22] 跑右血来比较健康
[3443.6] 那这里话耿鬼是必死的
[3445.06] 他只能杀掉其中的一个吧
[3449.56] 这边一刀砍了
[3451.02] 我觉得他是双点呢
[3452.08] 我觉得他是双点
[3453.34] 就是说你敢换人
[3454.88] 这也是点
[3455.8] 是不是双点
[3459.54] 因为我们有可能定了他的扑刀嘛
[3461.42] 好精神强健是吧
[3462.6] 如果你定了他的额
[3464.04] 你再来刺他
[3464.8] 让他不能点葡萄
[3466.1] 不能点那个葡萄的话
[3467.32] 那他也会把你念死
[3468.3] 就这个意思
[3469.15] 这样的话我们只要保住这个耿鬼就行了
[3471.11] 因为牛蛙他是最快的啊
[3473.13] 他反而自己会听到灭歌
[3477.34] 我们只要保护保护保护就行了
[3479.44] 再不保护第二回合的话
[3480.86] 他是不可能杀得了咆哮虎啊
[3482.22] 因为咆哮虎是满血嘛
[3483.68] 他就算是扑刀加魔法闪也不够啊
[3487.42] 朋友还不满血啊
[3488.3] 刚才不是掉了点血吗
[3489.7] 刚才被他滴滴了一下啊
[3492.1] 这里还是一样的
[3492.86] 就保护
[3493.38] 不要去点什么这个机长啥的啊
[3496.13] 没有必要
[3498.57] 他这边的话
[3501.64] 雨天还有两回合
[3503.41] 他定的话还早啊
[3505.11] 只要拖过第二回合就可以了
[3507.97] 第二回合他肯定要集火
[3509.01] 咆哮虎魔法闪耀加扑刀
[3510.53] 最高威力踢到已经被定住了
[3513.219] 刚才
[3518.54] 牛蛙因为是最快的
[3520.06] 那灭哥下
[3520.74] 你也是先倒下
[3521.54] 没有什么意义啊
[3525.86] 魔法闪耀看来就是双点咆哮虎啊
[3527.82] 就是这样
[3528.4] 那咆哮虎只要扛过下一回合就OK了
[3534.36] 哎我还可以打死这个魔女呢
[3537.24] 我感觉是不是啊
[3539.91] 试一下
[3540.39] 打死那个魔女来
[3541.63] 象球加上那个哎气象球啊
[3545.21] 你说刚才耿鬼怎么不打魔女啊
[3546.99] 耿鬼拿杆打魔女啊
[3547.95] 这这突袭怎么办
[3549.3] 一般我们是不进攻的啊
[3550.96] 那这里跑九应该能活下来
[3552.72] 那试下能不能打死魔女来
[3556.6] 啊伤害开了开的不够啊
[3558.32] 咆哮是没加输出的
[3559.48] 完全不行
[3560.24] 按时间突刺一下
[3561.71] 好力度也打不死嘛
[3563.11] 打不死他
[3564.23] 扑刀加魔法闪耀
[3565.11] 应该是杀不了的
[3566.37] 伤害完全不够
[3567.73] 魔女的话就只有个魔法闪耀啊
[3569.47] 啥也不是啊
[3571.51] 闪一下
[3573.45] OK袍秀活到最后是吧啊
[3575.25] 袍酒活到最后
[3576.09] 然后保护一下就行了
[3577.23] 因为咆哮我是没有听到灭哥的
[3579.43] 那灭哥还有一回合我们保护一下就OK了
[3586.28] 那这里保护一下
[3587.28] 他俩就被唱死了
[3591.14] 如果比较慢的话
[3592.38] 那么对面剩下一个钢兵
[3593.86] 我们剩牛蛙的话
[3594.7] 那我们基本上是赢不了了
[3596.14] 因为这个气球并不能打
[3597.78] 钢兵过半
[3598.67] 这就没有办法了
[3599.75] 如果你唱灭歌的话
[3600.55] 那钢兵最后一个倒下
[3601.63] 那你不是输了吗
[3605.92] 那这里是没有听到灭哥的
[3608] 所以他俩就被唱死了
[3617.44] OK对面被唱死
[3618.8] 一般来说对面开空间的话
[3620.88] 我们第一轮灭哥把他拖死以后
[3623.1] 那么空间还有一回
[3624.42] 我们在保护下把他空间拖结束以后
[3627.04] 后面两只是比较好打的
[3628.64] 但他这个魔女和钢兵还是有点麻烦
[3631.19] 就算没有空间
[3632.05] 我们压力也是比较大的
[3634.92] 对面的话雨天队这个队我2200多分的时候
[3639.24] 我遇到过这个队啊
[3640.4] 他是一个气势披带的这个泥偶巨人
[3643.71] 你看他这个队只可能是马嘎尼
[3645.67] 有巨人对吧
[3646.39] 但结果是个气势皮带的啊
[3648.27] 我当时道具判断错误就输了
[3650.7] 那么他这个队的话有四个鬼
[3652.54] 有人说我都哭了啊
[3653.58] 我唱灭歌
[3654.3] 对面四个鬼啊
[3655.54] 有尾玄鱼
[3656.78] 来杯粗茶
[3657.96] 你有巨人和勾魂眼
[3659.4] 这四个鬼
[3660.06] 我唱个锤子
[3661.3] 那这里的话我们就是队友掩护
[3663.5] 把这个打死就行了
[3664.66] 把这个鬼系勾魂眼的话不好打
[3666.5] 先不打死
[3667.06] 勾红眼
[3667.6] 先把他其他队友啊
[3668.8] 像一尾玄鱼啊
[3669.64] 来杯醋茶
[3670.2] 我们都可以把他给击杀了呀
[3671.91] 当然对面他也知道我的配置啊
[3673.87] 你灭哥本来就是名牌嘛
[3675.11] 人家都知道你要唱歌的
[3678.56] 对面上各位
[3679.48] 你有巨人又给我来这套
[3680.86] 反正你有巨人的话
[3682.44] 他突飞猛扑一下
[3683.92] 我去直接就死了
[3685.28] 非常难受
[3687.16] 勾魂眼的话
[3687.96] 他会延后啥的
[3688.72] 这都无所谓
[3689.32] 那不管怎么说
[3690.12] 还是得把他腰带给打出来啊
[3691.52] 他双轨开
[3692.28] 我们是没法唱的
[3698.04] 好先保护一下
[3699.04] 先保护一下他
[3699.68] 有机长奇袭了
[3700.48] 对吧啊
[3700.96] 机长奇袭要小心一点
[3702.72] 先保护一下
[3703.72] 下回看我妈
[3704.54] 然后再去打
[3705.48] 因为耿鬼一旦被吞猛扑打死了
[3707.24] 就玩不了了
[3708.08] 他是铁拳
[3709] 这个吞猛扑他是个全息技能
[3711.08] 我去这力度实在太高了啊
[3713.08] 就算你有队友守护
[3714.42] 这里也接不了本系突飞猛扑啊
[3718.59] 威力120啊
[3719.23] 这个威力太高了
[3720.37] 下回看我妈就行了
[3721.63] 这勾魂眼他没没什么办法啊
[3724.35] 下回看我妈先把腰带打出来
[3726.07] 然后再打他
[3727.71] 击掌奇袭
[3728.19] 你看然后突飞猛扑嘛
[3730.29] 这个非常凶猛啊
[3731.55] 你说你定他定他
[3732.67] 他也他也有灵骚啊
[3733.89] 那你有巨人力度还挺猛的
[3737.4] 那我们就打他就行了啊
[3740.04] 然后这里只能看我妈卖了没得选内
[3748.8] 那看我妈勾辉月
[3750.8] 你再来一次定身法都无所谓
[3754.06] 狗眼再来一次
[3755.06] 那就一辈子去看我妈呗
[3757.82] 这倒没有什么关系啊
[3759.28] 狗远是击掌奇迹
[3760.42] 再来一次定身法
[3761.14] 还有什么技能
[3762.99] 还有一个求雨啊
[3765.11] 那打出戏子呗
[3766.03] 你看对吧
[3766.61] 对面队伍看上去只可能是马格尼有巨人
[3769.15] 你说有没有可能马尔克红眼勾魂眼
[3770.71] 我还没见过马哥护眼呢
[3771.71] 啊就是马拉尼有巨人
[3773.35] 但他结果是个腰带的
[3774.51] 这里确实对你有一个比较大的迷惑啊
[3776.87] 对我不直接打死啊
[3777.93] 哦没打死你
[3778.83] 这力度不行的哦
[3779.76] 差一点点啊
[3780.58] 这鼠鼠耐久还可以啊
[3782.3] 那这样鼠鼠还可以再掩护
[3783.76] 把这牛有巨人干掉
[3784.64] 你有巨人零骚
[3785.9] 然后这个继续看
[3788.229] 我妈啊
[3788.669] 这被这杯再来一次了嘛
[3791.81] 然后到后面再上一尾玄鱼
[3793.51] 这都是没有问题的
[3797.86] 打死以后
[3798.66] 最后我们再唱歌
[3799.78] 把他最后两只唱死啊
[3801.26] 他最后这可能是一尾玄鱼在家桥龙
[3805.69] 雨天的话就公务员来求雨就可以了
[3807.65] 公务员一定带来求雨
[3815.12] 我也不知道这个牛有巨人还带了啥技能啊
[3818.4] 吞勇步林骚肯定带嘛
[3819.68] 剩下还有什么岩崩吗
[3822.32] 哦延后延后延不延后都没什么用啊
[3825.56] 反正打死他
[3828.68] 好哦
[3829.2] 他带了延后啊
[3830.18] 就没带定身法是吧
[3831.44] 再来一次延后求雨和击掌奇袭
[3834] 更远说我十个格子不够用啊
[3836.94] 他的技能就判明了
[3840.31] 你后面再上谁嘛
[3841.47] 再上一尾玄鱼啊
[3843.43] 上赔了派大嘴鸥
[3844.43] 那大嘴鸥也得给他打死啊
[3845.85] 大嘴鸥比较脆皮啊
[3846.99] 两个暗影球就打死了
[3851.3] 然后按一球
[3854.38] 那这边的话啊
[3857.1] 这这这不再来再来一次了啊
[3858.74] 别再来一次了
[3860.82] 后面的我们是这两只
[3868.38] 暗球
[3871.05] 这边继续看我妈勾眼是没有攻击技能啊
[3873.85] 不用管他还是带着大嘴鸥啊
[3876.41] 最后只幽尾玄鱼还是条龙啊
[3879.37] 然后再来一次
[3880.13] 他没技能点
[3880.73] 是不是这勾魂眼延后再来一次
[3883.51] 击掌奇袭和求雨暗影球伤害怎么样
[3887.09] 哇哇这是个耐久型大嘴鸥啊
[3888.83] 没有过半
[3889.63] 大嘴鸥
[3890.23] 先开顺风
[3890.79] 很聪明啊
[3891.27] 他先开顺风
[3892.52] 这样顺风下比我们快了
[3897.06] 但这个大嘴鸥顺风向不一定比我快吧
[3899.64] 因为你是耐久型大嘴鸥啊
[3910.7] 打打死大嘴才能唱灭歌
[3913.98] 我都唱不了
[3915.24] 哎呀这里不能帮助啊
[3916.58] 不然我帮助直接把他宰了
[3919.18] 叔叔走吧
[3920.26] 叔叔被再来一次了
[3921.7] 这个还有一回合
[3922.92] 看我妈啊
[3924.7] 大嘴鸥的话
[3925.58] 他杀不了这个耿鬼
[3926.66] 因为特防型的话
[3927.58] 他是加满血和特防呃
[3929.46] 这个输出基本上没有
[3930.74] 当然你有输出
[3931.74] 也不可能直接把耿鬼秒了吧
[3934.02] 啊至于各护眼
[3934.98] 你要再来一次就再来一次吧
[3936.14] 再来一次我就锁暗球呗
[3937.32] 还能怎么办
[3938.319] 勾引他没有攻击技能
[3939.559] 所以我们不用去管他
[3940.739] 最后把他唱死就行了
[3942.219] 先把队友给打死
[3943.779] 好的
[3944.379] 再来一次呢
[3944.899] 我们锁这个暗影球
[3945.699] 我本来就打了暗影球嘛
[3946.859] 你锁暗球也无所谓
[3950.74] 好这里你看到他大嘴鸥
[3952.14] 顺风架也没我们快对吧
[3953.5] 就是因为他是耐久型的
[3954.66] 那这里我有我吃吧
[3955.66] 我打不死他的两岸球
[3957.3] 打不死大嘴鸥
[3958.95] 可惜啊
[3959.75] 对面气象球打耿鬼
[3961.51] 那你的伤害怎么样哦
[3963.99] 他的伤害挺高啊
[3965.15] 快给我打死了
[3968.92] 那继续暗球
[3970.18] 因为我们比他快嘛
[3971.54] 然后这边的话要不要拍住他
[3976.5] 哦还是应该拍住他
[3977.84] 因为他不是有延后吗
[3979.2] 糟了他要延后的话
[3980.3] 我就死了呀
[3981.96] 他有延后啊
[3983] 对有延后
[3983.76] 应该还是排除他拍住他打篮球比较好
[3990.28] 他延后的话
[3991.24] 我耿鬼就死了
[3992.24] 虽然我们还有三个
[3993] 但是又没有灭哥了呀
[3997.14] 这个大轴应该是没有保护的
[3999.02] 这种耐久型的
[3999.9] 他带的都是广防广防顺风
[4002.3] 然后气象球和暴风
[4009.78] 完了如果他延后的话
[4011.3] 我耿鬼就死了
[4012.66] 哎勾魂眼走
[4013.94] 为啥跟我前走啊
[4014.66] 最后这是谁哦
[4016.36] 是乔龙啊
[4019.22] 哎刚才还是要记档啊
[4020.86] 还是要记档
[4021.97] 还是要拍住他
[4022.97] 如果他延后的话
[4023.69] 我就炸了
[4024.37] 那这里就无所谓了
[4025.45] 直接唱灭歌就完事了
[4026.61] 这里只要打死他两个以后
[4028.05] 我们唱灭歌就行了
[4029.52] 神偷四没什么用
[4032.64] 他跟我也没事干
[4033.64] 他走了
[4041.34] 当然耿鬼现在还是被再来一次了
[4043.82] 然后还要按球
[4047.82] 那这倒没关系啊
[4049.02] 再来一次
[4049.5] 还有一回合
[4050.5] 那他电光术肯定轰
[4051.98] 这边我们这要换人
[4053.93] 然后再抛出耿鬼来
[4055.55] 然后耿鬼再唱灭歌就结束了
[4058.11] 剩下的人随便拖
[4059.09] 这个茶还是满血啊
[4060.569] 呃换谁呢
[4061.689] 换茶还是鼠鼠鼠鼠又把树卖了
[4066.59] 把鼠鼠卖了啊
[4068.19] 然后这边抛走
[4074.64] 抛走啊
[4075.34] 抛他的这个桥龙
[4078.6] 他可以击掌
[4079.24] 拍住咆哮虎也行
[4084.42] 这里就随便打了
[4085.42] 因为血量非常的健康啊
[4086.66] 对面还是机长骑行吧
[4090.22] 然后电光速轰
[4096.68] 随便你轰
[4103.02] 哦红叔叔位置没问题吧
[4104.82] 因为刚才耿鬼没办法怂啊啊
[4107.06] 他被再来一次了
[4110.6] 好友被说了
[4117.26] 对面的顺风停止了
[4120.54] 那我们先让查
[4121.34] 然后还是要抛出来啊
[4126.279] 哎先上耿鬼啊
[4127.799] 然后抛出查查愤怒粉
[4129.479] 因为他使用有这个延后啊
[4130.959] 延后延后的话
[4132.879] 这比较麻烦
[4134.35] 刚才那回合我确实应该应该那个啥
[4137.55] 应该拍这个大嘴鸥啊
[4139.31] 差点就危险了
[4140.15] 因为剩下人打不过乔龙的那个桥龙
[4142.659] 你还真完全搞不了他呀
[4147.58] 只要茶来愤怒粉
[4148.82] 然后的话就OK了啊
[4150.06] 你要电光术
[4150.9] 随便你轰下回合愤怒粉你也不能再来一次啊
[4154.139] 只要歌唱起来就行了
[4155.139] 因为血量非常健康
[4156.139] 而且查的话可以给我回个血
[4157.639] 所以你看这个延后很麻烦的
[4159.299] 这边电光术他现在想起来这个延后了
[4163.049] 还是要延后
[4163.729] 因为耿鬼这个他没事干嘛
[4165.369] 这个这个这个格温眼再来一次
[4169.13] 延后击掌奇袭和求雨四个技能啊
[4172.9] 那泡一下
[4173.76] 那查的话愤怒粉就结束嘞
[4175.36] 他现在特用加一啊
[4176.42] 特性加一怎么都打不死
[4177.46] 查唱完灭歌以后
[4178.78] 然后就是保护换人保护就结束了
[4181.34] 因为血量非常健康啊
[4182.62] 随便打
[4183.12] 这里还给耿鬼奶一口
[4186.859] 遇到勾魂眼这种没有关系啊
[4188.539] 把队友干掉以后
[4189.559] 慢慢唱死勾魂眼
[4190.87] 因为勾勾眼他自己没有任何输出技能
[4193.19] 他只有一个队友输出
[4194.23] 一个队友输出
[4194.83] 想杀我们
[4195.67] 那恐怕还是够呛吧
[4200.76] 好接下来唱灭歌桥龙
[4203.15] 我们是打不动的
[4203.79] 只能把他唱死
[4204.75] 然后这边愤怒粉你可以求与电光术继续来
[4207.81] 反正也打不死他
[4208.81] 我们血量太健康了
[4212.84] 唱起来以后就保护换人保护就完事了
[4215.76] 已经结束了
[4217.4] 刚那回合打大嘴鸥那里确实啊啊要击掌
[4220.8] 他好一点
[4222.46] 因为我忘记他延后了
[4232.86] 对面这个你有巨人可能是带了岩崩啊
[4235.34] 有点坑
[4236.14] 就是说你打出来腰带
[4237.66] 然后他岩崩可能把喷火龙给崩死
[4239.42] 这样非常猥琐
[4241.88] 那求雨是吧
[4242.92] 这个技能一定是求雨啊
[4243.96] 只要是雨天割我眼
[4244.84] 那必带求雨
[4246] 这样的话可以跟Y分抢天气啊
[4249.49] 这里唱歌就结束了
[4250.69] 你电光术要打就打无所谓
[4252.29] 现在桥龙特攻是加一
[4253.91] 加一的话打不死这个茶
[4256.44] 他继续电光术啊
[4257.68] 那加二电光术嘛
[4258.78] 长的话是草系的
[4259.8] 随便接打
[4260.81] 雨天我们基本上这四只麻烦的
[4262.73] 就是这个以快龙大嘴为首的这两个双暴风兄弟
[4266.39] 那压力比较大一点
[4268.39] 桥龙的话
[4269.23] 那桥龙啥也不是好桥龙的话问题不大
[4275.1] 那灭哥就还有上回合
[4276.38] 我们保护换人保护就可以了
[4287.38] OK保护
[4291.12] 保护就结束了啊
[4293.92] 他应该也知道
[4300.44] 他选了两个鬼系
[4302.26] 然后大嘴鸥和乔龙
[4310.62] 这里也没有什么机会去定他的技能
[4313] 因为这勾火眼呢他老是在搞你
[4322.16] 好再来一次啊
[4323.44] 这都无所谓啊
[4326.18] 然后继续电光束加三了
[4347.56] 然后换个人就结束了
[4351.28] 随便点一下
[4352] 然后这边换人
[4366.74] 他应该是直接点了吧
[4372.96] 雨天的话
[4373.72] 只要不含马达快龙的话
[4375.8] 我觉得还是比较好打的
[4377.72] 马嘎快龙的话
[4378.94] 哎呀确实不好打呀
[4381.85] 你就是丈夫林甲龙来了
[4383.41] 那你也是弱暴风啊
[4385.73] 哎呀这随便点啊
[4392.46] 哎跟不开
[4393.3] 双链宝成功呃
[4395.3] 这都无所谓啊
[4396.34] 双联保成功了
[4397.32] 对面继电光束加五了
[4400.78] 天下无敌了
[4402.62] 桥龙
[4407.6] 那耿鬼双连保成功
[4408.76] 还没打死耿鬼
[4409.58] 这当然这都无所谓啊
[4411.04] 因为他的灭哥倒计时最后一回合
[4414.1] 所以这勾勾眼呢
[4415.14] 你说好搞也好搞哎
[4417.07] 就是比较麻烦他这个搞你啊
[4419.15] 但他自身是没有任何攻击技能的
[4421.35] 他输出方面是很差劲的
[4424.65] 对面又是小吕和钢兵的组合
[4427.4] 对面这次还有个洛托姆和地龙的组合啊
[4430.44] 那我们还是耿鬼和鼠鼠啊
[4432.54] 然后后排的话
[4433.52] 咆哮虎这次上个牛蛙看一下
[4438.12] 上查的话也行
[4439.7] 因为这个主要是查的话
[4441.28] 他吃暴风雪啊
[4442.28] 他如果把雪里藏在后排
[4443.92] 如果他首发当然是最好的
[4449.68] 看对面怎么上
[4454.48] 他也可能地龙和家门鸟都是可以的
[4457.06] 这家门鸟的话也比较脆皮啊
[4458.8] 可以打死他
[4460.69] 如果打死家门鸟和小小李的话
[4462.69] 我们只需要唱一轮灭歌
[4464.21] 洛托姆的话
[4465.05] 他可以跑
[4465.61] 不过我们可以把他定了嘛
[4467.03] 先看他洛托姆是不是维金的
[4469.01] 他有可能是维金的洛托姆
[4471.42] 他说地龙上的话
[4472.7] 你看谁先出手就行了嘛
[4474.22] 如果洛托姆先出手
[4475.5] 他一定是违禁的
[4479.26] 对面正在思考要不要首发雪妖女和钢兵
[4483.53] 钢兵经常就是首发啊
[4485.09] 你要首发钢兵就首发吧
[4486.55] 他首发钢兵的话就是个地龙
[4488.05] 它不能地震啊
[4489.81] 地震这里就会比较尴尬
[4492.25] 会震到自己的钢兵
[4495.54] 一般带跺脚那种
[4496.94] 经常围巾跺脚吧
[4498.1] 普通的都是保护龙爪
[4499.5] 岩崩地震嘛
[4500.67] 地震老是会震队友
[4501.99] 所以他队友有两个飞行系啊
[4503.27] 一般队友两个飞行系我都怀疑都是围巾的
[4505.32] 他有两个飞行单位嘛
[4506.72] 一个是洛托姆
[4507.56] 一个是哦
[4508.2] 这两个啊
[4508.64] 这两只好说啊
[4509.58] 这两只的话
[4510.64] 那么呃之前也是不好打
[4512.909] 现在的话我也有一套打法了
[4514.509] 首先我们先保护一下
[4518.48] 然后的话下回合我们就把这个钢并给锁了
[4522.14] 至于大扭拉的话
[4523.7] 大扭拉
[4524.28] 因为他这个这个近战锤不死我们的
[4527.64] 我们有抗斗过
[4528.36] 所以把钢兵锁了以后再去收拾大牛拉
[4530.54] 大牛拉是打不到耿鬼的
[4532] 不用管他
[4532.94] 关键这个钢兵还是最危险的
[4542.84] 好那把这两都踩住啊
[4544.56] 下回就去定这个钢兵
[4554.9] 两个都保护一下耿鬼
[4556.74] 不管你点
[4557.4] 不管那个钢兵点什么技能啊
[4558.86] 我们都要去定他
[4561.84] 他近战的话打不动这个鼠鼠啊
[4564.86] 那击掌拍没问题
[4567.2] 然后这边点什么点扑刀
[4570.01] 那就定扑刀啊
[4571.33] 你点啥就定啥
[4581.4] 然后再来一次
[4585.34] 他觉得下回你可能是看我妈唱灭歌是吧
[4588] 哎并不是这样的啊
[4589.26] 如果你直接唱灭歌的话
[4590.38] 那么这个叔叔就阵亡了
[4591.96] 叔叔阵亡了
[4592.78] 你也不好打了
[4595.44] 好我们这把那钢密给锁了
[4598.43] 这样钢兵就只能挣扎了
[4600.03] 那至于他近战没有关系啊
[4602.63] 近战是吧
[4603.19] 大尼拉比我们快先进战
[4604.47] 但是因为我们抗斗果一定死不了
[4607.19] 得得得得得
[4609.31] 然后我们把钢兵锁死
[4610.59] 接下来的话就好唱了啊
[4612.02] 那钢兵因为他只能挣扎了
[4613.78] 那这里白色小塔恢复能力嘛
[4615.34] 无所谓
[4615.78] 下回合我们再开始唱灭歌
[4617.52] 不要着急
[4619.539] 然后把这两个拖死
[4629.38] 那钢兵的话
[4630.34] 这里就被定住了
[4633.3] 接下来的话再来这个这个唱歌啊
[4640.22] 鼠鼠的话
[4641.06] 这里后面是牛蛙鼠鼠
[4644.38] 先保护一下吧
[4645.24] 先保护一下
[4654.12] 啊很聪明点
[4655.24] 克明爪
[4655.88] 他怕那叔叔保护
[4657.04] 然后你定他近战是不是是吧
[4659.05] 定他近战
[4659.57] 那不就这这这这他就不能打近战了呀
[4662.37] 他所以他点了刻名爪
[4663.99] 因为他先动
[4664.97] 他先动嘛
[4667.079] 这边挣扎挣扎的是鼠鼠的位置
[4672.52] 然灭哥还有上回合
[4681.32] 然后这回合没事干
[4687.9] 看这个钢兵
[4689.04] 钢兵再来才有一回合
[4690.74] 然后封锁的话还有啊
[4693.64] 这个扑刀封锁还有两回合啊
[4695.36] 他不能点扑刀
[4696.54] 然后这里还定大牛拉
[4697.76] 因为没事干呢
[4698.7] 这边的话切咆哮
[4699.8] 我威吓一下他
[4701.33] 近战锤就锤吧
[4703.97] 然后钢兵他会真继续挣扎
[4710.98] 所以这两个组合呢我们也可以打了
[4713.98] 哎之前我有好几个组合都不好去打
[4717.13] 就是赢不赢
[4717.97] 赢
[4718.21] 看天吃饭
[4719.09] 那现在的话就有时有些阵容甚至可以稳吃他呀
[4722.23] 让他继续氪命爪
[4723.29] 什么意思
[4724.15] 科目罩他没伤害啊
[4725.57] 把他黑名照给定了
[4729.18] 那只能进战咯
[4731.93] 钢兵接着挣扎
[4733.07] 他加一挣扎力度还挺高
[4734.53] 60威力哇
[4735.81] 疼啊确实比较疼
[4738.84] 那钢兵再来一次解除了
[4740.72] 但是钢兵他这边的话
[4742.68] 扑刀还是被锁住的
[4744.4] 扑刀
[4751.3] 哎最后一只可能还是选茶比较好
[4753.5] 哎呀这有点尴尬了啊
[4754.98] 如果选茶的话
[4756.02] 茶从左边上来
[4756.94] 然后就OK了
[4757.98] 那现在的话这个带的是牛蛙呀
[4761.679] 还是带茶比较好
